158133964|15
166946177|964
166945830|8097
158132636|6028
158134009|637
166946783|95
158133863|207
166946368|65
166947264|62
158133639|6211
161547797|702
166947210|68
166946354|12
158133730|17
166946007|822
166946717|6518
158134081|1
158132747|5
166946701|868
158132635|56
161547843|773
162141432|7638
158132715|52
158132721|5762
